pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr20.0
L__DET_VERB_NOUN	6	5	sing	статей	wrong	generated	Если донести , что железная организация всей называемой в отмене	0	True	5642	4	10	Если донести , что железная организация всей называемой в отмене наркомании оценивается именно на дворце , то изначально заработать , что члены от зачастую мемориального поиска десятков сохраняют от двух до трех памятников активов в сюжет . <eos>	-7.96642
R__VERB_NOUN_CCONJ_VERB	5	3	sing	присутствует	correct	generated	Ряд смотрит колодец воздействий на заводе претендента и	0	False	2160	7	8	Ряд смотрит колодец воздействий на заводе претендента и различает ( проникает ) учебу . <eos>	-7.67795
R__VERB_NOUN_CCONJ_VERB	5	3	sing	присутствуют	wrong	generated	Ряд смотрит колодец воздействий на заводе претендента и	0	False	1722	7	8	Ряд смотрит колодец воздействий на заводе претендента и различает ( проникает ) учебу . <eos>	-10.9669
L__VERB_NOUN_NOUN	11	2	sing	тон	correct	generated	В ходу немецкие обязательства знакомы возвращать только используемые замужем принятыми объекты и торжественно требовать требующий в чемпионский музей	0	False	413	4	18	В ходу немецкие обязательства знакомы возвращать только используемые замужем принятыми объекты и торжественно требовать требующий в чемпионский музей лагерь женских управлений . <eos>	-14.0956
L__VERB_NOUN_NOUN	11	2	sing	тона	wrong	generated	В ходу немецкие обязательства знакомы возвращать только используемые замужем принятыми объекты и торжественно требовать требующий в чемпионский музей	0	False	368	4	18	В ходу немецкие обязательства знакомы возвращать только используемые замужем принятыми объекты и торжественно требовать требующий в чемпионский музей лагерь женских управлений . <eos>	-15.1084
L__ADJ_PUNCT_ADJ_NOUN	4	3	sing	установку	correct	generated	Меня доложили при десятке сохранить , бьют ли они какую-либо гражданскую , а в первую известность - большую	0	True	484	8	18	Меня доложили при десятке сохранить , бьют ли они какую-либо гражданскую , а в первую известность - большую редакцию . <eos>	-10.4226
L__ADJ_PUNCT_ADJ_NOUN	4	3	sing	установки	wrong	generated	Меня доложили при десятке сохранить , бьют ли они какую-либо гражданскую , а в первую известность - большую	0	True	2490	8	18	Меня доложили при десятке сохранить , бьют ли они какую-либо гражданскую , а в первую известность - большую редакцию . <eos>	-14.9965
L__ADJ_PUNCT_VERB_NOUN	2	3	plur	педагогов	correct	generated	Это принятые , массово первоначальные с аппаратуры таяния улицы от энергетического фона и соблюдения участки последовательных жилищных , потенциально предшествующих	0	True	511	4	20	Это принятые , массово первоначальные с аппаратуры таяния улицы от энергетического фона и соблюдения участки последовательных жилищных , потенциально предшествующих воинов , образующих якобы на округах ( традиционно пилотируемых известных отраслях ) , а не на странных собраниях . <eos>	-16.2578
L__ADJ_PUNCT_VERB_NOUN	2	3	plur	педагога	wrong	generated	Это принятые , массово первоначальные с аппаратуры таяния улицы от энергетического фона и соблюдения участки последовательных жилищных , потенциально предшествующих	0	True	349	4	20	Это принятые , массово первоначальные с аппаратуры таяния улицы от энергетического фона и соблюдения участки последовательных жилищных , потенциально предшествующих воинов , образующих якобы на округах ( традиционно пилотируемых известных отраслях ) , а не на странных собраниях . <eos>	-20.3873
R__VERB_NOUN_CCONJ_VERB	9	2	plur	оказывают	correct	generated	В противном самолете , клиенты самолётов поочередно не продолжают о движениях , заявленных через их семьи , а самых рабов	0	True	651	12	20	В противном самолете , клиенты самолётов поочередно не продолжают о движениях , заявленных через их семьи , а самых рабов готовят пожизненно и не прочесть . <eos>	-10.2314
R__VERB_NOUN_CCONJ_VERB	9	2	plur	оказывает	wrong	generated	В противном самолете , клиенты самолётов поочередно не продолжают о движениях , заявленных через их семьи , а самых рабов	0	True	1113	12	20	В противном самолете , клиенты самолётов поочередно не продолжают о движениях , заявленных через их семьи , а самых рабов готовят пожизненно и не прочесть . <eos>	-11.1965
L__ADJ_ADJ_NOUN	65	4	plur	монополии	correct	generated	В какой минуте серьезные массовые и критические	0	False	243	4	7	В какой минуте серьезные массовые и критические корпорации влияния пропорционально куплены образцом его корпоративного культа ? <eos>	-13.105
L__ADJ_ADJ_NOUN	65	4	plur	монополия	wrong	generated	В какой минуте серьезные массовые и критические	0	False	124	4	7	В какой минуте серьезные массовые и критические корпорации влияния пропорционально куплены образцом его корпоративного культа ? <eos>	-18.5487
L__ADJ_NOUN_ADJ_NOUN	0	7	plur	поражений	correct	generated	Довольно , используемый Гитлером Сталиным ЦК планки и кабины бюджетного райисполкома - оба из последующих в нашей аудитории коротких	0	True	1192	5	19	Довольно , используемый Гитлером Сталиным ЦК планки и кабины бюджетного райисполкома - оба из последующих в нашей аудитории коротких преобразований , поодиночке раздражение великой экологии настойчиво согласилось серией . <eos>	-11.3285
L__ADJ_NOUN_ADJ_NOUN	0	7	plur	поражения	wrong	generated	Довольно , используемый Гитлером Сталиным ЦК планки и кабины бюджетного райисполкома - оба из последующих в нашей аудитории коротких	0	True	3627	5	19	Довольно , используемый Гитлером Сталиным ЦК планки и кабины бюджетного райисполкома - оба из последующих в нашей аудитории коротких преобразований , поодиночке раздражение великой экологии настойчиво согласилось серией . <eos>	-13.9061
L__ADJ_PUNCT_ADJ_NOUN	37	5	plur	свидетельства	correct	generated	И этим бывшим критерием сравнить между ними не только водные , но и религиозные	0	True	1210	5	14	И этим бывшим критерием сравнить между ними не только водные , но и религиозные полотна . <eos>	-8.07289
L__ADJ_PUNCT_ADJ_NOUN	37	5	plur	свидетельство	wrong	generated	И этим бывшим критерием сравнить между ними не только водные , но и религиозные	0	True	744	5	14	И этим бывшим критерием сравнить между ними не только водные , но и религиозные полотна . <eos>	-13.7217
L__ADJ_PUNCT_ADJ_NOUN	43	3	plur	игр	correct	generated	И если эффективнее способствовали , что при кузове в пределе беспрепятственно заручиться полной стенки для участников , то неизменно либералы руководителей XII октября улетают , что при доступе в океане неизвестно обсуждение агрессивных , в смерти сухопутных ,	0	True	11379	6	38	И если эффективнее способствовали , что при кузове в пределе беспрепятственно заручиться полной стенки для участников , то неизменно либералы руководителей XII октября улетают , что при доступе в океане неизвестно обсуждение агрессивных , в смерти сухопутных , альтернатив . <eos>	-14.3692
L__ADJ_PUNCT_ADJ_NOUN	43	3	plur	игры	wrong	generated	И если эффективнее способствовали , что при кузове в пределе беспрепятственно заручиться полной стенки для участников , то неизменно либералы руководителей XII октября улетают , что при доступе в океане неизвестно обсуждение агрессивных , в смерти сухопутных ,	0	True	21575	6	38	И если эффективнее способствовали , что при кузове в пределе беспрепятственно заручиться полной стенки для участников , то неизменно либералы руководителей XII октября улетают , что при доступе в океане неизвестно обсуждение агрессивных , в смерти сухопутных , альтернатив . <eos>	-19.0507
L__ADJ_DET_NOUN	19	5	sing	опасности	correct	generated	Каждое пособие оптимальной и той же	0	False	2116	4	6	Каждое пособие оптимальной и той же молодежи ( не критически в потребление двадцати годов поначалу ) , причем в пятно железы применительно обязывает редактирование потерь , аппаратура объекта и тяжелые цвета ( в том предательстве зрение на невозможность и горе на городе для авиационной фирмы ) . <eos>	-10.9
L__ADJ_DET_NOUN	19	5	sing	опасностей	wrong	generated	Каждое пособие оптимальной и той же	0	False	210	4	6	Каждое пособие оптимальной и той же молодежи ( не критически в потребление двадцати годов поначалу ) , причем в пятно железы применительно обязывает редактирование потерь , аппаратура объекта и тяжелые цвета ( в том предательстве зрение на невозможность и горе на городе для авиационной фирмы ) . <eos>	-14.2976
L__ADJ_ADJ_NOUN	48	3	plur	обязательства	correct	generated	"По свойствам немцев "" ОАЭ "" , у некоторых лингвистических приборов участились обязанности , что настало денежные "" праздничные """	0	True	892	4	20	"По свойствам немцев "" ОАЭ "" , у некоторых лингвистических приборов участились обязанности , что настало денежные "" праздничные "" нарушения штата двух потенциала . <eos>"	-8.64449
L__ADJ_ADJ_NOUN	48	3	plur	обязательство	wrong	generated	"По свойствам немцев "" ОАЭ "" , у некоторых лингвистических приборов участились обязанности , что настало денежные "" праздничные """	0	True	367	4	20	"По свойствам немцев "" ОАЭ "" , у некоторых лингвистических приборов участились обязанности , что настало денежные "" праздничные "" нарушения штата двух потенциала . <eos>"	-14.2907
L__ADJ_NOUN_NOUN	9	0	sing	год	correct	original	Это был благоприятный для мировой финансовой системы	0	False	92185	5	7	Это был благоприятный для мировой финансовой системы год , и свободные деньги шли туда , где могут дать наибольшую отдачу - они шли в Россию . <eos>	-8.31317
L__ADJ_NOUN_NOUN	9	0	sing	годы	wrong	original	Это был благоприятный для мировой финансовой системы	0	False	35064	5	7	Это был благоприятный для мировой финансовой системы год , и свободные деньги шли туда , где могут дать наибольшую отдачу - они шли в Россию . <eos>	-9.25152
L__ADJ_PUNCT_ADJ_NOUN	10	3	plur	столовых	correct	generated	"В журнале , к протоколу , компенсируется о производстве демократизации автомобиля в "" промежуточных "" и "" природных """	0	True	133	6	19	"В журнале , к протоколу , компенсируется о производстве демократизации автомобиля в "" промежуточных "" и "" природных "" клетках . <eos>"	-8.08672
L__ADJ_PUNCT_ADJ_NOUN	10	3	plur	столовой	wrong	generated	"В журнале , к протоколу , компенсируется о производстве демократизации автомобиля в "" промежуточных "" и "" природных """	0	True	357	6	19	"В журнале , к протоколу , компенсируется о производстве демократизации автомобиля в "" промежуточных "" и "" природных "" клетках . <eos>"	-13.5742
L__ADJ_DET_NOUN	18	8	plur	шоссе	correct	generated	Вслед доступен пейзаж предприятий в гневе между плодами из-за того , что военнослужащие активны молчать американские и те же	0	True	2129	4	19	Вслед доступен пейзаж предприятий в гневе между плодами из-за того , что военнослужащие активны молчать американские и те же государства для спора . <eos>	-14.7579
L__ADJ_DET_NOUN	18	8	plur	шоссе	wrong	generated	Вслед доступен пейзаж предприятий в гневе между плодами из-за того , что военнослужащие активны молчать американские и те же	0	True	2129	4	19	Вслед доступен пейзаж предприятий в гневе между плодами из-за того , что военнослужащие активны молчать американские и те же государства для спора . <eos>	-14.7579
L__ADJ_ADJ_NOUN	62	7	sing	автобус	correct	generated	Старый меньший для эпидемии построения	0	False	792	5	5	"Старый меньший для эпидемии построения ремень "" Урал как отметка "" остался в акустические миры в Гаити , всесторонне помогала журналистика доказательства в психику нарушения тех террористов , кто заслужил встречу , сосредоточившись в ней этаж или полтора . <eos>"	-11.0845
L__ADJ_ADJ_NOUN	62	7	sing	автобусы	wrong	generated	Старый меньший для эпидемии построения	0	False	690	5	5	"Старый меньший для эпидемии построения ремень "" Урал как отметка "" остался в акустические миры в Гаити , всесторонне помогала журналистика доказательства в психику нарушения тех террористов , кто заслужил встречу , сосредоточившись в ней этаж или полтора . <eos>"	-12.6315
L__ADJ_ADJ_NOUN	71	6	plur	орбиты	correct	generated	Наблюдатели и партизаны из отдаленных спецэффектов все дольше продолжают вредные душевные и длинные	0	False	836	4	13	Наблюдатели и партизаны из отдаленных спецэффектов все дольше продолжают вредные душевные и длинные капли , которые черту ведомств вскоре творческие и видные пассажиры завершили сложившейся местности . <eos>	-10.692
L__ADJ_ADJ_NOUN	71	6	plur	орбиту	wrong	generated	Наблюдатели и партизаны из отдаленных спецэффектов все дольше продолжают вредные душевные и длинные	0	False	632	4	13	Наблюдатели и партизаны из отдаленных спецэффектов все дольше продолжают вредные душевные и длинные капли , которые черту ведомств вскоре творческие и видные пассажиры завершили сложившейся местности . <eos>	-20.8919
L__ADJ_DET_NOUN	25	3	sing	республики	correct	generated	Наконец вновь международные показатели эмоциональной и той же	0	False	6099	4	8	"Наконец вновь международные показатели эмоциональной и той же недвижимости независимо холоднее губернатор к председателю , чем назад правые окопы ужасных технологий и красок : у работающих в эпидемии египетской свежей композиции "" ОАЭ "" Фрейда серийно трех энергетического с собственными органами другой выдаче ( сможем , с волнами Джексона ) , чем с кадрами таких журналистов Европейского разрешения , как Филиппов или Дон . <eos>"	-11.4562
L__ADJ_DET_NOUN	25	3	sing	республик	wrong	generated	Наконец вновь международные показатели эмоциональной и той же	0	False	1577	4	8	"Наконец вновь международные показатели эмоциональной и той же недвижимости независимо холоднее губернатор к председателю , чем назад правые окопы ужасных технологий и красок : у работающих в эпидемии египетской свежей композиции "" ОАЭ "" Фрейда серийно трех энергетического с собственными органами другой выдаче ( сможем , с волнами Джексона ) , чем с кадрами таких журналистов Европейского разрешения , как Филиппов или Дон . <eos>"	-17.9557
L__DET_ADJ_ADJ_NOUN	1	0	plur	проявления	correct	original	И для каждого из них , по мнению Юрия <unk> , характерны те или иные погодные	0	True	705	4	16	И для каждого из них , по мнению Юрия Израэля , характерны те или иные погодные проявления . <eos>	-9.54347
L__DET_ADJ_ADJ_NOUN	1	0	plur	проявление	wrong	original	И для каждого из них , по мнению Юрия <unk> , характерны те или иные погодные	0	True	417	4	16	И для каждого из них , по мнению Юрия Израэля , характерны те или иные погодные проявления . <eos>	-17.3022
L__ADJ_PUNCT_ADJ_NOUN	31	8	plur	землетрясений	correct	generated	Таким скандалом , при всей немалой пьесе творчески включать некоторого восстановления взрыва лингвистических , но не радикальных	0	True	270	5	17	Таким скандалом , при всей немалой пьесе творчески включать некоторого восстановления взрыва лингвистических , но не радикальных мнений . <eos>	-11.0879
L__ADJ_PUNCT_ADJ_NOUN	31	8	plur	землетрясения	wrong	generated	Таким скандалом , при всей немалой пьесе творчески включать некоторого восстановления взрыва лингвистических , но не радикальных	0	True	1041	5	17	Таким скандалом , при всей немалой пьесе творчески включать некоторого восстановления взрыва лингвистических , но не радикальных мнений . <eos>	-13.958
R__VERB_NOUN_CCONJ_VERB	20	2	sing	назначает	correct	generated	Если патриарх ослеп трех стандартов и	0	False	451	4	6	Если патриарх ослеп трех стандартов и исходит по социальному минимуму или курсу , то с благоденствия потребителей и разбирательства счетов крови он разыгрывается впервые интересным со всеми существующими преступлениями . <eos>	-9.65685
R__VERB_NOUN_CCONJ_VERB	20	2	sing	назначают	wrong	generated	Если патриарх ослеп трех стандартов и	0	False	236	4	6	Если патриарх ослеп трех стандартов и исходит по социальному минимуму или курсу , то с благоденствия потребителей и разбирательства счетов крови он разыгрывается впервые интересным со всеми существующими преступлениями . <eos>	-12.6148
L__ADJ_NOUN_NOUN	13	6	plur	проценты	correct	generated	Скоро , организованно Бали управлял там вечернюю специфику : за учебник послушания станции он демонстрирует светлые по здоровью с сбором	0	True	199	5	20	Скоро , организованно Бали управлял там вечернюю специфику : за учебник послушания станции он демонстрирует светлые по здоровью с сбором учебники в юмор . <eos>	-10.5872
L__ADJ_NOUN_NOUN	13	6	plur	процент	wrong	generated	Скоро , организованно Бали управлял там вечернюю специфику : за учебник послушания станции он демонстрирует светлые по здоровью с сбором	0	True	953	5	20	Скоро , организованно Бали управлял там вечернюю специфику : за учебник послушания станции он демонстрирует светлые по здоровью с сбором учебники в юмор . <eos>	-13.1947
L__ADJ_PUNCT_ADJ_NOUN	52	6	sing	список	correct	generated	В правильный следующий , попеременно тонкий	0	True	8919	4	6	В правильный следующий , попеременно тонкий ход дальнейший кран призвали на сделанный , официально бесплатный , подряд дальнейший . <eos>	-6.1116
L__ADJ_PUNCT_ADJ_NOUN	52	6	sing	списки	wrong	generated	В правильный следующий , попеременно тонкий	0	True	1332	4	6	В правильный следующий , попеременно тонкий ход дальнейший кран призвали на сделанный , официально бесплатный , подряд дальнейший . <eos>	-12.821
L__ADJ_ADJ_NOUN	16	5	sing	труп	correct	generated	Вот удивительный и категорически крупный	0	False	553	4	5	Вот удивительный и категорически крупный маркетинг деформации приставки Единого Владивостока . <eos>	-10.8016
L__ADJ_ADJ_NOUN	16	5	sing	трупы	wrong	generated	Вот удивительный и категорически крупный	0	False	300	4	5	Вот удивительный и категорически крупный маркетинг деформации приставки Единого Владивостока . <eos>	-16.7446
L__ADJ_ADJ_NOUN	15	1	plur	цели	correct	generated	Активно определенная простота знает , что даже расположенные последние строгие и очередные	0	True	5296	4	12	Активно определенная простота знает , что даже расположенные последние строгие и очередные обиды после дворца к слабости теряют испытание в монтаже . <eos>	-5.39293
L__ADJ_ADJ_NOUN	15	1	plur	цель	wrong	generated	Активно определенная простота знает , что даже расположенные последние строгие и очередные	0	True	3553	4	12	Активно определенная простота знает , что даже расположенные последние строгие и очередные обиды после дворца к слабости теряют испытание в монтаже . <eos>	-10.8619
L__ADJ_ADJ_NOUN	38	1	sing	миф	correct	generated	Пространство в том , что неспособность , опубликованная знакомыми , грозит живого , даже последнего левого молодого архитектора - убедительно что космическая отстаивает мгновенно вскоре , а книжный неминуемо выиграет хотя бы традиционный не до стресса случайный	0	True	373	5	37	Пространство в том , что неспособность , опубликованная знакомыми , грозит живого , даже последнего левого молодого архитектора - убедительно что космическая отстаивает мгновенно вскоре , а книжный неминуемо выиграет хотя бы традиционный не до стресса случайный угол . <eos>	-7.81913
L__ADJ_ADJ_NOUN	38	1	sing	мифы	wrong	generated	Пространство в том , что неспособность , опубликованная знакомыми , грозит живого , даже последнего левого молодого архитектора - убедительно что космическая отстаивает мгновенно вскоре , а книжный неминуемо выиграет хотя бы традиционный не до стресса случайный	0	True	249	5	37	Пространство в том , что неспособность , опубликованная знакомыми , грозит живого , даже последнего левого молодого архитектора - убедительно что космическая отстаивает мгновенно вскоре , а книжный неминуемо выиграет хотя бы традиционный не до стресса случайный угол . <eos>	-16.7136
L__ADJ_DET_NOUN	19	9	sing	иконы	correct	generated	Гражданское пребывание дополнительной и той же	0	False	1953	4	6	Гражданское пребывание дополнительной и той же учебы ( не отдельно в ослабление двенадцати растворов теперь ) , причем в противостояние трубы неуклонно избирает ослабление федераций , администрация скота и городские митинги ( в том сотрудничестве равенство на биографию и участие на углу для бывшей защиты ) . <eos>	-11.0606
L__ADJ_DET_NOUN	19	9	sing	икон	wrong	generated	Гражданское пребывание дополнительной и той же	0	False	566	4	6	Гражданское пребывание дополнительной и той же учебы ( не отдельно в ослабление двенадцати растворов теперь ) , причем в противостояние трубы неуклонно избирает ослабление федераций , администрация скота и городские митинги ( в том сотрудничестве равенство на биографию и участие на углу для бывшей защиты ) . <eos>	-17.7851
L__ADJ_DET_NOUN	14	9	plur	местах	correct	generated	Опираясь править на опасных и тех же	0	False	5238	4	7	"Опираясь править на опасных и тех же нарушениях , получим , персональный переход и славу древнего патриарха , она буквально же волнует нацистов в "" последовательное ускорение "" . <eos>"	-4.63193
L__ADJ_DET_NOUN	14	9	plur	месте	wrong	generated	Опираясь править на опасных и тех же	0	False	14781	4	7	"Опираясь править на опасных и тех же нарушениях , получим , персональный переход и славу древнего патриарха , она буквально же волнует нацистов в "" последовательное ускорение "" . <eos>"	-10.7529
L__DET_ADJ_NOUN	16	5	sing	сценарий	correct	generated	Наш социальный , но вместе домашний , по интеллектуальным сведениям ,	0	True	1767	11	11	Наш социальный , но вместе домашний , по интеллектуальным сведениям , комитет , представленный моим профессором из следующих договоров , решался в взрыве присоединения . <eos>	-9.38375
L__DET_ADJ_NOUN	16	5	sing	сценарии	wrong	generated	Наш социальный , но вместе домашний , по интеллектуальным сведениям ,	0	True	787	11	11	Наш социальный , но вместе домашний , по интеллектуальным сведениям , комитет , представленный моим профессором из следующих договоров , решался в взрыве присоединения . <eos>	-15.0532
L__ADJ_ADJ_NOUN	14	6	plur	суммы	correct	generated	Другие остальные и нынешние	0	False	1527	4	4	Другие остальные и нынешние аварии для перемещения того , что ушло в трех доме и улетает искусно , получают , на мой тип , из того , что до сих судеб в ГДР не осуществляют добавлять , что в двух юге прекратила не ось отметки , а форма , возникшая торговый отказ , комментарий пистолета и субъекта . <eos>	-11.4582
L__ADJ_ADJ_NOUN	14	6	plur	сумма	wrong	generated	Другие остальные и нынешние	0	False	1716	4	4	Другие остальные и нынешние аварии для перемещения того , что ушло в трех доме и улетает искусно , получают , на мой тип , из того , что до сих судеб в ГДР не осуществляют добавлять , что в двух юге прекратила не ось отметки , а форма , возникшая торговый отказ , комментарий пистолета и субъекта . <eos>	-13.2481
L__ADJ_PUNCT_ADJ_NOUN	37	9	plur	вина	correct	generated	И этим знаменитым рубежом провести между ними не только российские , но и глубокие	0	True	1082	5	14	И этим знаменитым рубежом провести между ними не только российские , но и глубокие сокровища . <eos>	-12.6688
L__ADJ_PUNCT_ADJ_NOUN	37	9	plur	вино	wrong	generated	И этим знаменитым рубежом провести между ними не только российские , но и глубокие	0	True	646	5	14	И этим знаменитым рубежом провести между ними не только российские , но и глубокие сокровища . <eos>	-17.5073
L__DET_ADJ_NOUN	12	6	plur	запасы	correct	generated	Депутат закрыл эти плохие и привычные	0	False	1381	4	6	Депутат закрыл эти плохие и привычные углы . <eos>	-11.2591
L__DET_ADJ_NOUN	12	6	plur	запас	wrong	generated	Депутат закрыл эти плохие и привычные	0	False	2645	4	6	Депутат закрыл эти плохие и привычные углы . <eos>	-15.5065
L__ADJ_PUNCT_ADJ_NOUN	27	8	plur	тысячи	correct	generated	"А притом мы сбежали до того , что "" возвращение "" говорят южнее просто за региональные - не существенные -"	0	True	5031	5	20	"А притом мы сбежали до того , что "" возвращение "" говорят южнее просто за региональные - не существенные - передачи . <eos>"	-8.2576
L__ADJ_PUNCT_ADJ_NOUN	27	8	plur	тысячу	wrong	generated	"А притом мы сбежали до того , что "" возвращение "" говорят южнее просто за региональные - не существенные -"	0	True	605	5	20	"А притом мы сбежали до того , что "" возвращение "" говорят южнее просто за региональные - не существенные - передачи . <eos>"	-11.6261
L__ADJ_ADJ_NOUN	82	2	sing	стандарта	correct	generated	По удивлению , счастливо ее сверху обнаруживать как реальный капитализм картины вторых т и иностранного этапа вселенной , поздней заботы чувства ее окончательного сжатия , стабильного лазерного и прежнего	0	True	954	4	29	По удивлению , счастливо ее сверху обнаруживать как реальный капитализм картины вторых т и иностранного этапа вселенной , поздней заботы чувства ее окончательного сжатия , стабильного лазерного и прежнего собора праздника . <eos>	-10.7381
L__ADJ_ADJ_NOUN	82	2	sing	стандартов	wrong	generated	По удивлению , счастливо ее сверху обнаруживать как реальный капитализм картины вторых т и иностранного этапа вселенной , поздней заботы чувства ее окончательного сжатия , стабильного лазерного и прежнего	0	True	928	4	29	По удивлению , счастливо ее сверху обнаруживать как реальный капитализм картины вторых т и иностранного этапа вселенной , поздней заботы чувства ее окончательного сжатия , стабильного лазерного и прежнего собора праздника . <eos>	-12.2581
L__ADJ_DET_NOUN	29	4	sing	адвокат	correct	generated	В формировании , наверх перестало мое предназначение , в снятие пяти пятидесяти миров на сложные автомобильные четыре белка на кусочек дедушки оценивался совокупный и тот же	0	True	564	4	26	В формировании , наверх перестало мое предназначение , в снятие пяти пятидесяти миров на сложные автомобильные четыре белка на кусочек дедушки оценивался совокупный и тот же литератор , коробку и затмение которого , к формированию , моя корпорация не подошла . <eos>	-12.9669
L__ADJ_DET_NOUN	29	4	sing	адвокаты	wrong	generated	В формировании , наверх перестало мое предназначение , в снятие пяти пятидесяти миров на сложные автомобильные четыре белка на кусочек дедушки оценивался совокупный и тот же	0	True	179	4	26	В формировании , наверх перестало мое предназначение , в снятие пяти пятидесяти миров на сложные автомобильные четыре белка на кусочек дедушки оценивался совокупный и тот же литератор , коробку и затмение которого , к формированию , моя корпорация не подошла . <eos>	-18.9418
L__ADJ_PUNCT_ADJ_NOUN	49	3	plur	охранники	correct	generated	В социальных характеристиках ориентированы финансовые , но исторически федеральные	0	True	135	5	9	В социальных характеристиках ориентированы финансовые , но исторически федеральные французы Светлана Захарова и Орлов Саид . <eos>	-11.3581
L__ADJ_PUNCT_ADJ_NOUN	49	3	plur	охранник	wrong	generated	В социальных характеристиках ориентированы финансовые , но исторически федеральные	0	True	118	5	9	В социальных характеристиках ориентированы финансовые , но исторически федеральные французы Светлана Захарова и Орлов Саид . <eos>	-17.4475
L__ADJ_NOUN_NOUN	20	2	plur	депутатами	correct	generated	Уже разведчики железнодорожных комитетов представляют в шестом лесу с неизменными ( по протоколу )	0	True	386	5	14	Уже разведчики железнодорожных комитетов представляют в шестом лесу с неизменными ( по протоколу ) разработчиками прогресса ; поклонник и старается прокурором велосипеда . <eos>	-13.1019
L__ADJ_NOUN_NOUN	20	2	plur	депутатом	wrong	generated	Уже разведчики железнодорожных комитетов представляют в шестом лесу с неизменными ( по протоколу )	0	True	3370	5	14	Уже разведчики железнодорожных комитетов представляют в шестом лесу с неизменными ( по протоколу ) разработчиками прогресса ; поклонник и старается прокурором велосипеда . <eos>	-16.2642
L__VERB_NOUN_NOUN	10	1	plur	процедур	correct	generated	Долой это моральное ощущение не заканчивает однако изучать к оценке населенных от потребительского жара	0	False	483	4	14	Долой это моральное ощущение не заканчивает однако изучать к оценке населенных от потребительского жара стадий . <eos>	-13.5199
L__VERB_NOUN_NOUN	10	1	plur	процедуры	wrong	generated	Долой это моральное ощущение не заканчивает однако изучать к оценке населенных от потребительского жара	0	False	1069	4	14	Долой это моральное ощущение не заканчивает однако изучать к оценке населенных от потребительского жара стадий . <eos>	-14.9759
