pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden200_batch128_dropout0.0_lr10.0	hidden200_batch128_dropout0.0_lr1.0	hidden200_batch128_dropout0.0_lr20.0	hidden200_batch128_dropout0.0_lr5.0	hidden200_batch128_dropout0.1_lr10.0	hidden200_batch128_dropout0.1_lr1.0	hidden200_batch20_dropout0.0_lr10.0	hidden200_batch20_dropout0.0_lr1.0	hidden200_batch20_dropout0.0_lr20.0	hidden200_batch128_dropout0.1_lr20.0	hidden200_batch128_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr1.0	hidden200_batch20_dropout0.1_lr10.0	hidden200_batch128_dropout0.2_lr5.0	hidden200_batch128_dropout0.1_lr5.0	hidden200_batch20_dropout0.0_lr5.0	hidden200_batch128_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr1.0	hidden200_batch20_dropout0.1_lr20.0	hidden200_batch20_dropout0.2_lr10.0	hidden200_batch20_dropout0.1_lr5.0	hidden200_batch64_dropout0.0_lr20.0	hidden200_batch64_dropout0.0_lr1.0	hidden200_batch20_dropout0.2_lr20.0	hidden200_batch20_dropout0.2_lr1.0	hidden200_batch64_dropout0.0_lr5.0	hidden200_batch20_dropout0.2_lr5.0	hidden200_batch64_dropout0.1_lr10.0	hidden200_batch64_dropout0.0_lr10.0	hidden200_batch64_dropout0.1_lr1.0	hidden200_batch64_dropout0.1_lr20.0	hidden200_batch64_dropout0.1_lr5.0	hidden200_batch64_dropout0.2_lr1.0	hidden200_batch64_dropout0.2_lr20.0	hidden200_batch64_dropout0.2_lr10.0	hidden200_batch64_dropout0.2_lr5.0	hidden650_batch128_dropout0.0_lr10.0	hidden650_batch128_dropout0.0_lr1.0	hidden650_batch128_dropout0.0_lr20.0	hidden650_batch128_dropout0.0_lr5.0	hidden650_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr1.0	hidden650_batch128_dropout0.1_lr20.0	hidden650_batch128_dropout0.1_lr5.0	hidden650_batch128_dropout0.2_lr10.0	hidden650_batch128_dropout0.2_lr1.0	hidden650_batch128_dropout0.2_lr20.0	hidden650_batch128_dropout0.2_lr5.0	hidden650_batch128_dropout0.4_lr10.0	hidden650_batch128_dropout0.4_lr1.0	hidden650_batch128_dropout0.4_lr20.0	hidden650_batch128_dropout0.4_lr5.0	hidden650_batch64_dropout0.0_lr10.0	hidden650_batch64_dropout0.0_lr1.0	hidden650_batch64_dropout0.0_lr20.0	hidden650_batch64_dropout0.0_lr5.0	hidden650_batch64_dropout0.1_lr10.0	hidden650_batch64_dropout0.1_lr1.0	hidden650_batch64_dropout0.1_lr20.0	hidden650_batch64_dropout0.1_lr5.0	hidden650_batch64_dropout0.2_lr10.0	hidden650_batch64_dropout0.2_lr1.0	hidden650_batch64_dropout0.2_lr20.0	hidden650_batch64_dropout0.2_lr5.0	hidden650_batch64_dropout0.4_lr10.0	hidden650_batch64_dropout0.4_lr1.0	hidden650_batch64_dropout0.4_lr20.0	hidden650_batch64_dropout0.4_lr5.0
L__DET_ADJ_ADJ_NOUN	14	3	plur	идеи	wrong	generated	Среди всех наличных физике транспортных	0	False	4351	4	5	Среди всех наличных физике транспортных мин именно временная пыль благоприятным портретом пала смену аграрной атмосферы . <eos>	-17.0316	-14.5125	-18.3594	-16.2607	-15.992	-15.8156	-19.6836	-19.5865	-13.8222	-16.7724	-16.2777	-14.3843	-14.2621	-14.0524	-16.7149	-21.4829	-17.4298	-16.0997	-14.8611	-16.5941	-16.149	-16.1494	-14.775	-15.4966	-16.7335	-19.613	-15.2753	-17.3155	-20.0796	-17.8308	-14.0179	-17.2213	-15.9905	-16.7409	-18.0047	-16.846	-18.2346	-15.7448	-21.3696	-19.0874	-24.2402	-16.8293	-17.6672	-18.5135	-16.3745	-16.6695	-16.9983	-19.4963	-16.9329	-16.0172	-16.3767	-16.683	-20.8447	-16.9728	-18.2005	-20.2503	-21.5967	-15.8889	-19.2408	-19.5997	-18.7552	-16.6794	-19.4678	-20.2436	-16.7147	-14.603	-18.0887	-17.707
L__ADJ_ADJ_NOUN	55	9	plur	судей	correct	generated	Продолжая полученное обучение другого первобытного перемещения , внешне люблю Вас перейти ( в том исчислении на партийном розыске ) яркие магазины : двух ) пласт объединения декабря над выражением гуманитарных изделий Коммунистической Киргизии на экологические разговоры , предприятия и дополнение ядер путем зерна благоприятной шайбы с здоровьем благородных соседних и правовых	0	True	1632	4	51	"Продолжая полученное обучение другого первобытного перемещения , внешне люблю Вас перейти ( в том исчислении на партийном розыске ) яркие магазины : двух ) пласт объединения декабря над выражением гуманитарных изделий Коммунистической Киргизии на экологические разговоры , предприятия и дополнение ядер путем зерна благоприятной шайбы с здоровьем благородных соседних и правовых тамплиеров двух ) рацион земледелия сущности популярных студий , правящих в своем взятии продовольствие "" олимпийская зависть "" . <eos>"	-11.7451	-12.2068	-14.2208	-13.2562	-10.6108	-10.3624	-13.5062	-13.9341	-11.2974	-12.0975	-11.3705	-10.9862	-11.4724	-11.5269	-13.0987	-9.86806	-11.8264	-12.445	-12.9781	-11.0674	-14.2758	-14.9208	-10.5386	-9.96193	-13.6357	-12.3673	-9.31681	-13.9454	-15.755	-13.1355	-9.34451	-12.3623	-11.737	-12.4595	-11.5953	-9.9665	-12.3789	-13.604	-13.7586	-12.3124	-13.2055	-11.9744	-13.2612	-12.5228	-15.0266	-11.3634	-12.5109	-11.9465	-11.1555	-12.2069	-10.1905	-9.69519	-13.9611	-13.4439	-9.5027	-13.6646	-12.3802	-12.9565	-12.9599	-13.4711	-9.85507	-10.1292	-14.5956	-11.9991	-9.69625	-12.4994	-10.3114	-11.8457
L__ADJ_ADJ_NOUN	55	9	plur	судьи	wrong	generated	Продолжая полученное обучение другого первобытного перемещения , внешне люблю Вас перейти ( в том исчислении на партийном розыске ) яркие магазины : двух ) пласт объединения декабря над выражением гуманитарных изделий Коммунистической Киргизии на экологические разговоры , предприятия и дополнение ядер путем зерна благоприятной шайбы с здоровьем благородных соседних и правовых	0	True	1465	4	51	"Продолжая полученное обучение другого первобытного перемещения , внешне люблю Вас перейти ( в том исчислении на партийном розыске ) яркие магазины : двух ) пласт объединения декабря над выражением гуманитарных изделий Коммунистической Киргизии на экологические разговоры , предприятия и дополнение ядер путем зерна благоприятной шайбы с здоровьем благородных соседних и правовых тамплиеров двух ) рацион земледелия сущности популярных студий , правящих в своем взятии продовольствие "" олимпийская зависть "" . <eos>"	-19.7831	-14.889	-18.3691	-17.2334	-17.0646	-15.6134	-18.3969	-17.8384	-18.7671	-16.296	-17.0418	-15.4657	-14.2638	-17.0197	-20.0137	-12.7224	-18.3472	-16.2063	-16.2355	-16.2798	-17.7147	-20.7874	-16.5087	-13.9863	-18.9126	-19.6298	-16.5681	-20.2734	-19.3528	-16.7095	-14.3582	-16.8826	-18.4751	-18.6531	-14.9021	-19.0068	-18.45	-17.4762	-17.295	-19.6818	-20.7163	-16.7476	-16.7546	-19.4326	-18.5782	-15.7646	-17.5693	-16.9675	-17.4015	-17.3599	-16.5613	-15.5568	-20.7741	-17.174	-16.1471	-16.9014	-16.9408	-18.3516	-17.8239	-17.8557	-17.7469	-16.1341	-19.6316	-17.3869	-16.4869	-16.6943	-18.7633	-17.3068
L__DET_ADJ_ADJ_NOUN	6	2	plur	скоростях	correct	generated	Новая биография железнодорожников , вполне влияющих в тех или московских столичных	0	True	206	4	11	Новая биография железнодорожников , вполне влияющих в тех или московских столичных должностях , тем старше , чем тоньше реакция действующей идеологии . <eos>	-11.7042	-13.7838	-17.0748	-13.7272	-15.5558	-10.8443	-17.9994	-15.3412	-15.3661	-19.4441	-11.9875	-12.7214	-13.831	-13.1884	-15.35	-16.5197	-11.7833	-13.5419	-11.1223	-14.4135	-13.6663	-15.9648	-13.9908	-11.9262	-13.626	-14.8239	-12.7807	-14.9955	-15.591	-13.3361	-15.2868	-13.6538	-13.4879	-11.8245	-14.443	-13.1336	-15.033	-15.4426	-15.2028	-13.9447	-16.0592	-14.7389	-16.1542	-14.9906	-13.9969	-13.7561	-14.7891	-13.2033	-14.5459	-12.7045	-12.4032	-12.598	-12.4828	-15.5375	-14.0948	-16.3594	-15.1757	-12.8425	-15.7166	-15.04	-15.3963	-10.8905	-15.9325	-14.4453	-14.2863	-12.0226	-13.9805	-13.1199
L__DET_ADJ_ADJ_NOUN	6	2	plur	скорости	wrong	generated	Новая биография железнодорожников , вполне влияющих в тех или московских столичных	0	True	3813	4	11	Новая биография железнодорожников , вполне влияющих в тех или московских столичных должностях , тем старше , чем тоньше реакция действующей идеологии . <eos>	-15.7615	-18.3282	-19.5251	-16.7254	-17.7868	-14.6124	-19.9937	-19.8539	-21.0	-19.7338	-15.7613	-16.4088	-15.7521	-17.8233	-19.2642	-22.9716	-16.0933	-17.9335	-16.3916	-16.0856	-16.3979	-20.7088	-16.9427	-15.6134	-17.8613	-22.7738	-16.66	-20.5723	-18.5197	-18.3895	-20.3787	-16.94	-18.9204	-15.8701	-20.0628	-18.7198	-20.6079	-18.9316	-21.5778	-19.1097	-21.6897	-18.9106	-21.9216	-21.6004	-17.7908	-17.1293	-19.0992	-20.6403	-17.253	-17.6727	-16.8501	-17.1618	-25.8744	-16.964	-17.5954	-23.6841	-21.4181	-17.3299	-20.6319	-22.1975	-19.1331	-17.353	-21.7937	-18.4759	-19.5744	-17.917	-20.5288	-17.7915
L__ADJ_PUNCT_NOUN_NOUN	3	3	sing	угроза	correct	generated	Он , в команде , тотчас прошел , что при контексте с земного санитарного быта на больший избавление реабилитации гордится вертикально , что результатам молодого университетского ремонта готовится характерна только британская , не скорее трех сегментов ,	0	True	857	7	37	Он , в команде , тотчас прошел , что при контексте с земного санитарного быта на больший избавление реабилитации гордится вертикально , что результатам молодого университетского ремонта готовится характерна только британская , не скорее трех сегментов , акция от той почки , что была в деле вузов местного кофе . <eos>	-15.4271	-13.6179	-14.4503	-15.5141	-13.2792	-14.1331	-15.4247	-15.5534	-12.6817	-14.2386	-13.2181	-13.3369	-14.3808	-12.4645	-13.7421	-14.1018	-13.2261	-14.0743	-11.6082	-13.5285	-12.2672	-13.6577	-14.7384	-12.0344	-13.0964	-15.3883	-13.8844	-13.5167	-13.4273	-12.3045	-14.5431	-14.7401	-12.1516	-14.2534	-12.211	-12.2906	-12.901	-14.2954	-14.3351	-14.1698	-12.5059	-13.6499	-13.5255	-15.4389	-13.5834	-12.0082	-14.1933	-10.7127	-15.6109	-13.9848	-15.0211	-13.3481	-13.4607	-11.8336	-13.4594	-14.0842	-12.1713	-14.4048	-12.3008	-14.1607	-14.7372	-12.7122	-12.2518	-11.9934	-13.3772	-14.175	-13.9902	-12.1911
L__ADJ_PUNCT_NOUN_NOUN	3	3	sing	угрозы	wrong	generated	Он , в команде , тотчас прошел , что при контексте с земного санитарного быта на больший избавление реабилитации гордится вертикально , что результатам молодого университетского ремонта готовится характерна только британская , не скорее трех сегментов ,	0	True	1436	7	37	Он , в команде , тотчас прошел , что при контексте с земного санитарного быта на больший избавление реабилитации гордится вертикально , что результатам молодого университетского ремонта готовится характерна только британская , не скорее трех сегментов , акция от той почки , что была в деле вузов местного кофе . <eos>	-16.6257	-15.5004	-15.0063	-14.6318	-13.4726	-14.1661	-15.429	-15.4933	-15.4378	-15.3908	-13.9698	-12.8688	-12.8364	-13.6484	-14.6953	-12.1002	-14.5964	-15.8864	-13.1936	-14.0141	-15.0548	-14.3445	-15.1718	-13.3479	-13.8248	-16.5277	-13.9836	-13.6964	-13.4379	-13.4232	-15.2475	-14.771	-14.0311	-13.1238	-12.8503	-12.6597	-16.3902	-13.4157	-16.6763	-16.5136	-12.2399	-14.4051	-13.4183	-13.8114	-14.1779	-11.7908	-13.3824	-12.1353	-14.1201	-14.2867	-15.2966	-14.0526	-13.0225	-12.8387	-16.0533	-15.3995	-12.9011	-14.5249	-14.8649	-13.3976	-15.2475	-12.0587	-14.6997	-12.7328	-14.0675	-13.8705	-14.8281	-12.9212
L__ADJ_PUNCT_ADJ_NOUN	19	2	sing	дела	correct	generated	"Тема такой мишени отстаивает именно в соревновании атомной пустыни "" теплового "" ( "" контрольного "" )"	0	True	7111	7	17	"Тема такой мишени отстаивает именно в соревновании атомной пустыни "" теплового "" ( "" контрольного "" ) чтения с свойствами - в передачу господствующему минимуму , отрывающему кадровые договоренности указа от тех автодорог смысла , которые поняли его окончательно собственным для российского требования пострадавших . <eos>"	-14.6866	-8.82071	-13.4717	-13.3411	-12.8141	-11.817	-11.2555	-13.4439	-9.86022	-7.90217	-13.1156	-12.4882	-10.7036	-12.9173	-14.2092	-10.5162	-14.0319	-13.0523	-11.6998	-10.5689	-14.1874	-12.0752	-10.1685	-11.2994	-13.9419	-14.2487	-13.1804	-13.258	-12.7324	-13.7261	-13.0503	-14.0954	-11.16	-11.2829	-13.9486	-14.2291	-10.6989	-13.893	-12.0016	-13.1615	-13.0683	-12.7307	-12.8403	-11.1781	-12.2759	-11.5588	-12.5765	-11.3267	-11.8558	-11.6883	-10.6089	-11.4664	-14.5503	-9.12756	-12.0807	-13.0773	-9.06457	-12.675	-12.091	-14.7358	-11.1278	-13.6262	-10.8779	-12.283	-9.89545	-11.2286	-10.1628	-10.661
L__ADJ_PUNCT_ADJ_NOUN	19	2	sing	дел	wrong	generated	"Тема такой мишени отстаивает именно в соревновании атомной пустыни "" теплового "" ( "" контрольного "" )"	0	True	10071	7	17	"Тема такой мишени отстаивает именно в соревновании атомной пустыни "" теплового "" ( "" контрольного "" ) чтения с свойствами - в передачу господствующему минимуму , отрывающему кадровые договоренности указа от тех автодорог смысла , которые поняли его окончательно собственным для российского требования пострадавших . <eos>"	-17.2484	-12.6764	-15.3709	-11.5987	-15.1006	-14.1324	-16.9612	-15.4138	-14.1098	-14.5662	-15.5015	-15.6898	-15.3849	-14.9212	-14.0732	-11.2447	-15.3236	-13.7548	-15.0046	-13.9634	-16.4151	-17.0556	-15.9752	-12.4864	-13.8902	-17.0744	-16.7114	-16.3679	-10.6384	-15.6687	-14.1591	-17.9025	-12.6397	-12.093	-18.3618	-15.3143	-14.3779	-14.4214	-17.74	-14.1346	-15.4913	-12.7905	-15.271	-14.0073	-14.3594	-12.6654	-14.314	-15.1018	-11.5033	-13.8809	-12.8298	-15.4496	-15.0908	-14.3638	-16.5404	-16.8195	-15.0089	-13.9677	-15.5861	-16.0553	-14.067	-13.8731	-15.638	-15.1507	-12.7186	-12.4928	-15.3996	-14.0893
L__VERB_NOUN_NOUN	4	0	plur	размеров	correct	original	<unk> , как все люди его поколения , на книгах <unk> <unk> , он предложил использовать для производства <unk> механические машины соответствующих ( 100 - 200 нм )	0	True	1962	7	28	Выросший , как все люди его поколения , на книгах Айзека Азимова , он предложил использовать для производства наноустройств механические машины соответствующих ( 100 - 200 нм ) размеров - нанороботы . <eos>	-9.39206	-12.2452	-9.84756	-11.9751	-10.5321	-11.7598	-7.77405	-11.856	-13.5937	-11.349	-10.8272	-11.0971	-10.1278	-11.7105	-10.4534	-8.43675	-9.65539	-13.6926	-9.56604	-9.64429	-11.2338	-9.06542	-9.08941	-11.2612	-10.7648	-9.85981	-11.1834	-11.0434	-11.3887	-13.7733	-9.20911	-8.88443	-9.60247	-10.2631	-10.9963	-11.6528	-8.09298	-10.606	-6.23647	-8.89969	-9.29465	-11.3921	-9.46645	-9.75635	-11.6055	-11.5789	-8.98823	-7.41477	-8.99484	-10.301	-6.56543	-7.95621	-9.60674	-10.1003	-6.41257	-9.42839	-6.60032	-8.68453	-7.48524	-10.7777	-7.89944	-9.97107	-5.8605	-6.69319	-7.77816	-9.43343	-7.06316	-6.67699
L__VERB_NOUN_NOUN	4	0	plur	размера	wrong	original	<unk> , как все люди его поколения , на книгах <unk> <unk> , он предложил использовать для производства <unk> механические машины соответствующих ( 100 - 200 нм )	0	True	2245	7	28	Выросший , как все люди его поколения , на книгах Айзека Азимова , он предложил использовать для производства наноустройств механические машины соответствующих ( 100 - 200 нм ) размеров - нанороботы . <eos>	-9.7608	-12.4188	-9.45566	-10.4617	-11.6077	-11.1281	-8.7515	-9.96938	-10.8718	-11.044	-10.5842	-10.8021	-9.82992	-11.6705	-10.7404	-10.2106	-11.3371	-12.335	-9.4202	-9.65475	-10.612	-8.29368	-10.5402	-10.9267	-10.9605	-10.2599	-11.2934	-12.1049	-11.8679	-12.1869	-9.35131	-10.5268	-10.1024	-9.66431	-10.7202	-11.4103	-8.85385	-9.99428	-8.2382	-8.80713	-9.88917	-11.5416	-10.6842	-11.9426	-11.5264	-11.1038	-9.35875	-6.54431	-9.82158	-9.5125	-8.28306	-9.95996	-9.55017	-9.16167	-7.34498	-8.6691	-9.63855	-9.37723	-11.4638	-11.1015	-10.4888	-9.83019	-8.90329	-6.5792	-8.49569	-10.022	-9.07519	-8.75844
R__VERB_NOUN_CCONJ_VERB	59	9	sing	скрывается	correct	generated	Работа Глобус включает казнь своего лишения и	0	False	432	5	7	Работа Глобус включает казнь своего лишения и располагается попросить свои угрозы в портале диплом - войн . <eos>	-9.56708	-13.2892	-14.1209	-15.7607	-11.255	-12.7743	-13.8673	-14.8606	-14.8492	-13.3703	-10.1609	-12.0928	-11.9934	-11.749	-11.7476	-8.36522	-11.5091	-10.8125	-10.7195	-9.5183	-12.0919	-13.2633	-12.6338	-13.4581	-12.5179	-12.7018	-15.091	-13.2164	-16.3865	-11.4993	-12.7425	-10.4597	-11.8257	-11.2917	-12.2373	-11.2542	-14.0745	-11.0611	-15.361	-11.9466	-11.5447	-10.2665	-13.2643	-14.8914	-9.75885	-10.3636	-9.86785	-10.7036	-11.8004	-10.5898	-9.84603	-9.0284	-13.7447	-11.986	-14.2732	-12.3006	-11.2558	-8.98307	-13.1593	-8.20639	-10.0015	-10.346	-11.8636	-9.48926	-9.55823	-9.89267	-9.47534	-11.8091
R__VERB_NOUN_CCONJ_VERB	59	9	sing	скрываются	wrong	generated	Работа Глобус включает казнь своего лишения и	0	False	149	5	7	Работа Глобус включает казнь своего лишения и располагается попросить свои угрозы в портале диплом - войн . <eos>	-12.1637	-13.6173	-15.2025	-15.5295	-12.9038	-13.912	-15.8722	-14.6793	-16.9467	-16.2037	-13.2722	-13.3534	-12.9378	-13.4513	-14.09	-11.9466	-12.1293	-13.7212	-12.6143	-11.37	-13.9392	-14.5488	-13.998	-14.8255	-14.7572	-14.0193	-15.5781	-15.5467	-17.9423	-13.862	-14.8936	-14.2722	-12.7081	-13.058	-13.0058	-12.329	-13.6129	-13.7045	-14.5893	-12.6206	-15.6738	-11.5928	-15.2795	-16.8717	-13.8247	-12.9305	-10.9071	-12.1525	-14.0447	-12.119	-11.8481	-11.6745	-14.402	-14.1699	-15.1434	-12.5115	-15.0481	-12.8273	-17.9692	-12.2355	-13.7334	-12.8571	-12.769	-11.9926	-11.7692	-12.3055	-11.643	-14.7833
L__ADJ_NOUN_NOUN	30	8	plur	инициативы	correct	generated	"В непростой компонент социалистические за "" высказывание "" глубин"	0	True	698	6	9	"В непростой компонент социалистические за "" высказывание "" глубин ссылки воздуха у птенцов птиц вначале размещаются , а когда лес остаётся - добиваются к общему морю . <eos>"	-14.9505	-12.4655	-15.5078	-13.3167	-10.6758	-12.3748	-15.3507	-12.8442	-14.027	-13.7718	-10.8687	-11.1466	-11.2343	-10.6513	-12.187	-13.9925	-11.4845	-11.2601	-11.4787	-12.6116	-11.7419	-13.4807	-13.1669	-12.1432	-11.8345	-12.0868	-12.2318	-11.6423	-15.1353	-13.5045	-10.0832	-11.6488	-11.8313	-11.1554	-12.853	-13.5384	-12.2423	-13.0705	-12.8396	-12.4752	-11.8221	-12.1906	-13.6498	-11.9484	-12.1106	-12.6864	-13.8843	-12.9187	-11.9512	-13.2214	-13.8959	-11.7914	-15.5642	-14.6092	-12.3211	-12.5465	-14.2111	-11.3339	-11.8672	-11.2909	-10.3609	-11.5903	-12.3343	-13.065	-12.9256	-12.9379	-11.4924	-11.1355
L__ADJ_NOUN_NOUN	30	8	plur	инициатива	wrong	generated	"В непростой компонент социалистические за "" высказывание "" глубин"	0	True	514	6	9	"В непростой компонент социалистические за "" высказывание "" глубин ссылки воздуха у птенцов птиц вначале размещаются , а когда лес остаётся - добиваются к общему морю . <eos>"	-12.3848	-15.5732	-16.7378	-12.9217	-13.1343	-14.0843	-16.0064	-12.6598	-16.2972	-12.7391	-13.2574	-13.8843	-14.595	-11.4326	-14.6615	-15.3608	-13.3309	-14.2715	-14.0431	-14.0618	-13.4955	-14.5068	-15.9695	-13.2955	-12.5426	-14.4744	-14.6764	-15.5375	-16.1753	-15.2862	-13.0115	-12.4889	-15.0643	-14.3403	-14.9274	-14.895	-14.5126	-16.2	-13.2286	-15.7986	-15.2148	-12.4036	-14.7056	-12.937	-12.3562	-12.9122	-15.8937	-12.9364	-14.0718	-14.0581	-13.8205	-12.947	-16.4572	-13.4599	-12.2199	-15.8209	-14.2724	-13.5902	-12.6948	-12.3273	-9.57347	-11.6707	-16.2102	-12.5061	-14.0561	-13.5029	-12.7589	-14.7654
L__ADJ_ADJ_NOUN	61	6	plur	пределов	correct	generated	… Ровно , в тюрьмах тепловых и малых языковых	0	True	374	4	9	… Ровно , в тюрьмах тепловых и малых языковых боевиков игра - свойство и обед истребителя в эволюцию . <eos>	-10.4955	-7.39782	-10.2632	-7.96758	-5.94338	-8.40393	-7.07978	-9.04822	-10.8963	-11.1638	-9.77178	-7.06006	-8.75899	-9.46197	-8.34401	-7.23579	-8.26754	-8.93429	-9.00507	-11.3852	-7.86066	-6.71316	-7.8897	-8.36799	-6.38756	-9.71936	-5.66703	-7.64143	-7.67155	-6.61482	-8.90438	-9.46248	-8.02721	-7.89956	-7.45352	-9.37473	-10.2802	-7.23319	-9.02242	-7.84339	-13.5953	-8.10442	-9.46594	-10.1055	-11.3889	-9.5172	-9.17429	-11.46	-9.73461	-9.23875	-8.97242	-10.5377	-11.17	-8.33751	-10.5198	-8.27485	-9.67424	-8.43504	-7.52631	-7.62644	-6.95831	-10.3692	-11.4534	-13.0073	-9.7226	-8.03302	-7.2206	-8.63203
L__ADJ_ADJ_NOUN	61	6	plur	предела	wrong	generated	… Ровно , в тюрьмах тепловых и малых языковых	0	True	410	4	9	… Ровно , в тюрьмах тепловых и малых языковых боевиков игра - свойство и обед истребителя в эволюцию . <eos>	-19.8842	-13.4963	-17.7177	-12.787	-14.465	-12.5616	-14.4932	-13.5243	-16.0393	-16.1937	-16.1304	-13.2509	-17.2007	-14.2689	-11.5929	-16.7781	-16.3023	-16.1154	-14.9942	-16.6571	-15.5844	-17.0405	-12.3305	-15.6626	-12.2765	-16.2592	-14.6518	-13.7048	-13.0196	-13.2472	-17.5881	-14.4226	-12.3893	-14.821	-13.9814	-16.2587	-16.7739	-11.007	-12.1578	-13.0419	-15.6494	-14.0461	-16.2999	-16.015	-16.861	-12.6609	-13.1388	-16.9763	-13.1604	-13.193	-15.5559	-14.2117	-17.6005	-12.9636	-14.4754	-11.7951	-20.5027	-13.9291	-15.0039	-15.4892	-14.1272	-15.2123	-16.0208	-15.7781	-14.8491	-14.2041	-14.0355	-14.6234
L__ADJ_NOUN_ADJ_NOUN	6	6	sing	режим	correct	generated	А с ними двух юбилея двух греха ему показалось отложить достойный в г правильный	0	False	3034	4	14	А с ними двух юбилея двух греха ему показалось отложить достойный в г правильный суд жестоко требованиями . <eos>	-7.769	-7.10926	-9.57586	-8.79595	-8.35313	-8.52976	-6.03055	-9.16118	-6.56757	-8.29897	-6.07457	-7.18637	-9.69983	-8.15045	-9.57457	-9.79846	-8.59683	-9.84167	-7.73069	-7.31206	-10.1473	-7.06569	-5.40561	-8.07779	-8.21812	-8.71707	-7.93706	-9.02502	-9.08614	-8.1689	-8.07528	-8.06354	-7.82459	-9.815	-8.73903	-8.51379	-8.41341	-9.589	-7.7581	-8.05945	-8.75189	-10.1234	-8.24784	-5.54016	-8.52019	-9.3495	-10.6497	-8.08955	-9.86331	-7.76776	-8.02789	-6.95473	-9.47631	-9.75276	-11.7191	-11.0663	-10.0096	-10.5429	-6.66085	-8.91279	-8.28201	-8.78632	-10.1541	-9.05234	-7.14317	-7.78025	-8.81172	-8.44686
L__ADJ_NOUN_ADJ_NOUN	6	6	sing	режимы	wrong	generated	А с ними двух юбилея двух греха ему показалось отложить достойный в г правильный	0	False	312	4	14	А с ними двух юбилея двух греха ему показалось отложить достойный в г правильный суд жестоко требованиями . <eos>	-19.9598	-15.5203	-19.0971	-14.8338	-16.6335	-15.3366	-14.0314	-18.2321	-15.681	-17.2508	-16.0687	-14.1682	-18.0578	-16.6937	-17.3767	-17.4885	-17.1033	-17.9263	-17.1498	-16.6597	-18.964	-16.6916	-13.6797	-13.9328	-15.2602	-20.1251	-15.9596	-16.6244	-18.3736	-16.3347	-17.1117	-15.2158	-16.5301	-16.8353	-16.7807	-16.9927	-14.6949	-16.8604	-18.1891	-16.9514	-17.1001	-18.0574	-17.5207	-15.363	-18.2503	-16.5117	-18.109	-15.9577	-17.0204	-15.9006	-15.6694	-15.5162	-19.1777	-15.5598	-19.3543	-19.0931	-17.5964	-17.4204	-17.8687	-20.1594	-18.2374	-16.3315	-16.413	-18.756	-18.117	-16.5992	-15.7276	-16.5491
L__VERB_NOUN_ADJ_NOUN	2	1	sing	товарища	correct	generated	Этот избыток ударил с остальными деревьями над услугами маршрутов и морей географически пропавшего из любви нормального	0	False	468	4	16	Этот избыток ударил с остальными деревьями над услугами маршрутов и морей географически пропавшего из любви нормального инженера красного вето спикера Вавилова Максвелла Коперника . <eos>	-11.5067	-9.82992	-12.8599	-11.1013	-10.5631	-8.35589	-10.5452	-13.4981	-8.50877	-9.81924	-10.899	-9.36213	-11.338	-11.3047	-11.2715	-14.4674	-12.654	-9.81911	-12.1395	-10.3833	-10.5658	-10.0468	-10.5385	-10.3505	-9.06812	-9.47151	-8.50976	-9.34737	-11.4517	-10.5307	-11.1459	-11.0798	-9.30586	-9.58289	-11.3148	-9.3879	-11.0135	-12.0372	-9.83934	-8.76176	-12.2233	-10.1519	-11.0103	-7.97974	-10.1875	-9.66499	-9.28694	-10.4499	-9.71341	-10.0622	-9.93561	-9.53237	-10.9941	-10.5892	-11.5326	-10.2973	-10.0587	-11.1166	-9.96151	-12.153	-11.5623	-8.22496	-10.6865	-10.0889	-11.1019	-7.47813	-10.4721	-10.0106
L__VERB_NOUN_ADJ_NOUN	2	1	sing	товарищей	wrong	generated	Этот избыток ударил с остальными деревьями над услугами маршрутов и морей географически пропавшего из любви нормального	0	False	825	4	16	Этот избыток ударил с остальными деревьями над услугами маршрутов и морей географически пропавшего из любви нормального инженера красного вето спикера Вавилова Максвелла Коперника . <eos>	-17.8769	-11.9912	-16.1795	-12.42	-13.8776	-10.9629	-17.0623	-19.4557	-14.4555	-15.8452	-14.9859	-14.9843	-14.5987	-14.972	-13.0278	-16.2762	-14.5622	-13.6067	-14.91	-12.8797	-13.3469	-16.1373	-14.132	-13.8513	-12.2231	-15.3982	-12.6766	-13.1389	-16.1417	-15.1543	-13.1199	-14.2746	-12.7663	-13.9351	-15.1334	-13.1837	-16.6985	-11.948	-18.9706	-12.8697	-15.8736	-12.5342	-16.1204	-15.0061	-13.1028	-13.2778	-13.872	-14.6032	-13.4157	-13.685	-14.3431	-13.4197	-17.0658	-13.4384	-18.6612	-14.0772	-18.5132	-13.3539	-14.2859	-19.0538	-17.4335	-12.0804	-15.0749	-16.6712	-14.951	-11.183	-15.713	-14.7513
